x y
302.84807910649033 1005.7965725625104
694.7806742061323 1113.9093882502027
598.9607903438576 602.5712002604383
207.2254454359159 496.3729625558514
297.0704647591304 1005.3776822492351
1197.1958110240778 914.093963149673
594.5177775043671 584.9486618632578
401.53533828047944 1502.521735049931
183.86634745340208 503.89217860825977
694.3335995024123 1110.2213334722132
202.83880656653486 490.8131275497996
605.5039792445001 592.2422634630634
912.1746063400459 701.8098019042883
1218.1051170360201 905.4951762861796
1499.2950294083923 1205.3429130202278
1197.6671019576477 890.4557793149111
710.1697127080872 1101.0957546637187
901.816721385878 709.5477591384209
297.2681788301858 1006.8939482056754
1292.0713695141308 203.65015245781422
501.9934670622654 1307.4408339015577
501.1379418707972 1308.9923691800793
511.8231441948224 1299.4952655565487
1503.9084406206568 1216.5260899557052
1287.662540864166 198.99066189114254
890.6573198602343 671.6781726165392
207.83928953464678 505.61600325385615
685.1584869776161 1104.5616433806695
898.55812935107 697.6119044860279
217.49235955146307 499.5690230896046
312.19413440886655 1009.7050663530031
1499.5592619205734 1189.3757672321037
1492.0608016144515 1194.2845938627506
1311.226190495651 190.11425630489867
305.5321645384713 1008.8698362915165
904.6303580031454 711.9439589793401
1499.556125333066 1209.799103444167
1301.4550983774259 195.30496329471015
609.5643856529521 599.7319630104719
191.14694038735055 488.9100896798493
1393.7099249251226 793.6585884097098
593.5773533037577 604.9211429900871
298.6135580684609 999.7392590136587
1400.6678679438053 801.5621232552816
911.2448699010507 710.3215661166072
712.3588959399672 1098.5621433007252
1191.1004431699744 889.8104965787525
408.5320823421322 1507.796073442316
387.7589368237304 1505.7464940476734
694.7836331962438 1093.0588680865394
1490.1760247856719 1194.1476934200807
1203.6961605449383 880.8021345485608
303.6089857170352 998.3608901037104
310.11732057085356 984.5452263072335
384.2310219547874 1502.334515974565
420.7268083638141 1498.0507911058655
1392.0454033106203 812.7409213597917
1420.0252407762766 810.9855864908246
1305.6565294117315 181.66460566261048
596.5225648589193 610.0993587349844
1419.8339983500582 800.734913551425
294.62494810351484 982.5340840922503
1493.6346669869467 1195.2370825490764
608.6617432188319 590.0665993661685
1297.3589514888909 194.48146956467573
1404.4408600606298 799.4519026214391
405.62027463821704 1498.832727167781
1204.916020494207 903.935963042001
1398.4237155687192 807.7819814817407
402.5067698717795 1491.6245256375457
1213.8259718846498 903.6469506695161
704.9702209455917 1095.1985625626194
503.1794755429744 1306.9617248883628
388.72446578522454 1494.3799616221247
699.1374554417645 1112.5524212363523
499.8500144874186 1288.3064154399915
195.95690785147164 492.85419951955157
1289.5856905665487 211.8569903999759
881.3624863365942 719.1257472568819
495.00063494347177 1286.4666241290133
396.6051878682822 1474.651870909681
1290.877998943627 207.6333939435954
1298.2649506403313 212.45972804224616
898.9782662308978 705.0950456581645
1202.8414750336444 884.0945161450201
1388.513591061918 794.6870726534727
1210.7359981981333 898.2164946159803
1406.8952684164576 794.9887047770133
1501.14063032213 1202.0933313784637
201.12363105464283 487.92397440344934
1399.4046984714282 802.3372487746351
294.54028161333184 1020.3568143356324
599.7897507878629 598.6420759036337
491.1138224704929 1304.3233265471358
900.4601325904345 703.7352193507405
513.0483601655205 1301.9498397195532
594.1732614568442 594.3936316589657
492.48298774730785 1307.0109622174973
161.67350759134285 499.7290277148678
390.7559589407819 1497.8040188978712
1197.928964638469 904.5392753999035
1514.0444619069353 1184.647525416052
1301.9216127914374 190.6883238956629
580.3645281878697 603.7856137528307
522.4397842157291 1313.3168375985056
1505.6627221727406 1193.4890390913224
681.3130261894937 1101.1417650075823
898.3015231623074 696.8548317681986
689.4807878187944 1095.010498100803
185.56660417021806 507.160523885831
